positionne,distanceli,nom,typecapteu,typepostem,nbvoies,moyennejou,debithorai,horairedeb,identifian,identifia0,anneerefer,estvalide,gid,date
1486_V,110,1486_France_Kahn_Republique,Capteur inductif Criter,Comptage tous véhicules,1,2263.0,224.0,17h00,1486,2083,2023.0,,806,2025-02-04
1804_VR,0,1804_Sortie_PLB_Paris_Gerland,Capteur inductif Criter,Comptage tous véhicules,2,,,,1804,-1,,,1036,2025-01-18
984_V_1,999,984_Millaud_Pateliere_Est,Capteur inductif Criter,Comptage tous véhicules,1,7088.0,522.0,17h00,984,-1,2023.0,,1385,2025-02-21
1139_V,80,1139_Pasteur_Monnet_Baudrand,Capteur inductif Criter,Comptage tous véhicules,1,5501.0,577.0,08h00,1139,981,2023.0,,1650,2025-04-05
1404_V,95,1404_Termier_Termier_Carrie,Capteur inductif Criter,Comptage tous véhicules,1,1522.0,493.0,07h00,1404,-1,2023.0,,1138,2025-03-22
702_V,0,702_Sortie_Tube_Nord_Caluire_Baizet,Capteur inductif Criter,Comptage tous véhicules,1,4137.0,863.0,08h00,702,-1,2023.0,,1985,2025-01-14
732_VL,0,732_INT_Voies_Nord_XRousse,Capteur inductif Criter,Comptage tous véhicules,2,16196.0,1505.0,08h00,732,-1,2023.0,,2027,2025-03-09
2054_VL,0,2054_Voie_A450_PierreBénite_Lyon3,Capteur inductif Criter,Comptage tous véhicules,2,32397.0,2614.0,07h00,2054,-1,2023.0,,563,2025-01-22
1394_V,50,1394_Pressense_Venise_8 Mai,Capteur inductif Criter,Comptage tous véhicules,1,8407.0,738.0,09h00,1394,-1,2023.0,,1132,2025-03-05
728_VL,0,728_Sortie_Voies_Nord_XRousse,Capteur inductif Criter,Comptage tous véhicules,2,15809.0,1476.0,08h00,728,-1,2023.0,,2018,2025-02-18
1162_CS,0,1162_Velo_Pt_Mulatière_Ouest_NS,Capteur inductif Criter,Comptage vélo,1,959.0,176.0,17h00,1162,-1,2022.0,,762,2025-02-07
1192_VM,110,1192_Vivier Merle_Buire_Faure,Capteur inductif Criter,Comptage tous véhicules,3,17447.0,1606.0,08h00,1192,2767,2023.0,,1562,2025-01-13
1956_V,0,1956_Entrée_N346_Grenoble_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,,,,1956,-1,,,168,2025-02-18
1035_V,81,1035_Lacassagne_Bara_Feuillat,Capteur inductif Criter,Comptage tous véhicules,1,7225.0,494.0,14h00,1035,359,2023.0,,1502,2025-04-03
1231_V,0,1231_Merieux_Marronnier_Orme,Capteur inductif Criter,Comptage tous véhicules,1,2252.0,286.0,17h00,1231,-1,2023.0,,805,2025-02-25
494_V,80,494_Feuillat_d' Arc_Lacassagne,Capteur inductif Criter,Comptage tous véhicules,1,3394.0,325.0,08h00,494,359,2023.0,,1887,2025-02-20
2017_V,0,2017_Sortie_A7_Marseille_LyonPartDieu,Capteur inductif Criter,Comptage tous véhicules,1,4568.0,457.0,08h00,2017,-1,2023.0,,602,2025-02-24
1893_VL,0,1893_Voie_A42_Miribel_Lyon_2,Capteur inductif Criter,Comptage tous véhicules,2,28230.0,2193.0,16h00,1893,-1,2023.0,,750,2025-02-27
2119_VM,0,2119_Voie_A7_Serezin-du-Rhone_Paris,Capteur inductif Criter,Comptage tous véhicules,3,45241.0,3885.0,07h00,2119,-1,2023.0,,551,2025-03-17
1969_VR,0,1969_Voie_A6_Dardillly_Paris,Capteur inductif Criter,Comptage tous véhicules,2,,,,1969,-1,,,224,2025-02-08
1600_SN1,0,1600_Velo_Joliot_Cutie_NS,Capteur inductif Criter,Comptage vélo,1,617.0,133.0,08h00,1600,-1,2023.0,,982,2025-03-03
722_V,0,722_Entree_LaPape_Voies_Nord,Capteur inductif Criter,Comptage tous véhicules,1,2196.0,324.0,08h00,722,-1,2023.0,,1994,2025-01-16
2180_V,91,2180_Ch Lacour_Fagor_Gerland,Capteur inductif Criter,Comptage tous véhicules,1,6233.0,604.0,08h00,2180,2839,2023.0,,256,2025-01-16
1791_SN2,0,1791_Velo_Faure_OE,Capteur inductif Criter,Comptage vélo,1,1665.0,256.0,18h00,1791,-1,2023.0,,1011,2025-04-08
202_V,40,202_Philip_Gambetta_Faure,Capteur inductif Criter,Comptage tous véhicules,1,3078.0,370.0,08h00,202,186,2023.0,,2261,2025-03-22
887_V,108,887_Vinatier_Balmes_Kimmerling,Capteur inductif Criter,Comptage tous véhicules,1,1846.0,301.0,15h00,887,643,2023.0,,1754,2025-02-19
2079_V,0,2079_Entrée_A450_Chaponost_Brignais,Capteur inductif Criter,Comptage tous véhicules,1,4910.0,428.0,16h00,2079,-1,2023.0,,156,2025-03-09
2024_VL,0,2024_Voie_A7_Confluence_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,51785.0,3768.0,07h00,2024,-1,2022.0,,97,2025-01-16
625_V,96,625_Bert_Villette_Vivier Merle,Capteur inductif Criter,Comptage tous véhicules,1,6275.0,1295.0,08h00,625,312,2023.0,,1883,2025-03-02
1966_VL,0,1966_Voie_N6_Lyon_A89_2,Capteur inductif Criter,Comptage tous véhicules,2,,,,1966,-1,,,79,2025-03-31
1872_VR,0,1872_Voie_A42_Vaulx-en-Velin_Lyon_1,Capteur inductif Criter,Comptage tous véhicules,2,37781.0,3289.0,07h00,1872,-1,2023.0,,716,2025-01-25
2162_V,97,2162_Liauthaud_Barberet_Montrond,Capteur inductif Criter,Comptage tous véhicules,1,2265.0,277.0,16h00,2162,-1,2023.0,,246,2025-02-12
2361_V,999,2361_ZOLA_Periph_Sud,Capteur inductif Criter,Comptage tous véhicules,1,10054.0,678.0,07h00,2361,2904,2023.0,,163,2025-02-26
1792_SN1,0,1792_Velo_Faure_EO,Capteur inductif Criter,Comptage vélo,1,2277.0,401.0,08h00,1792,-1,2023.0,,1010,2025-01-18
2090_VL,0,2090_Sortie_A7_Paris_LaurentBonnevay,Capteur inductif Criter,Comptage tous véhicules,2,33601.0,2925.0,07h00,2090,-1,2023.0,,183,2025-02-22
1944_VR,0,1944_Voie_N346_Saint_Priest_Paris_1,Capteur inductif Criter,Comptage tous véhicules,2,50106.0,4006.0,08h00,1944,-1,2023.0,,107,2025-04-04
2329_V,72,2329_Merieux_Monod_Debourg,Capteur inductif Criter,Comptage tous véhicules,1,3295.0,989.0,17h00,2329,600,2023.0,,817,2025-03-09
2218_VR,108,2218_Pinel_Lac+D52:D62assagne_Esquirol,Capteur inductif Criter,Comptage tous véhicules,2,6817.0,569.0,08h00,2218,632,2023.0,,507,2025-03-22
882_V,137,882_Etas-Unis_Chapelle_Cazeneuve,Capteur inductif Criter,Comptage tous véhicules,1,6355.0,494.0,18h00,882,537,2023.0,,1747,2025-02-10
422_V,70,422_Cot_1.Rue_Lyon,Capteur inductif Criter,Comptage tous véhicules,1,6681.0,579.0,17h00,422,2186,2023.0,,2271,2025-01-14
1378_V,0,1378_Charbonnier_Barel_Allende,Capteur inductif Criter,Comptage tous véhicules,1,,,,1378,-1,,,796,2025-03-24
1803_VR,0,1803_Sortie_PLB_Marseille_Gerland,Capteur inductif Criter,Comptage tous véhicules,2,,,,1803,-1,,,1034,2025-02-15
1416_VL,85,1416_25é Regiment T.S TD_Giratoire_Simon,Capteur inductif Criter,Comptage tous véhicules,2,5361.0,465.0,07h00,1416,377,2023.0,,1151,2025-03-27
2327_V,110,2327_Perrache_Dugas Montbel_Suchet,Capteur inductif Criter,Comptage tous véhicules,1,6848.0,670.0,18h00,2327,660,2023.0,,1873,2025-03-19
563_V,108,563_4 Aout_Koechlin_1 Mars,Capteur inductif Criter,Comptage tous véhicules,1,6630.0,439.0,17h00,563,2082,2023.0,,1974,2025-03-02
2023_VM,0,2023_Voie_A7_Confluence_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,3,65220.0,4501.0,17h00,2023,-1,2023.0,,89,2025-03-21
2225_V,68,2225_XBarret_Vienne_Chollat,Capteur inductif Criter,Comptage tous véhicules,1,496.0,98.0,08h00,2225,-1,2023.0,,821,2025-03-12
1269_V,0,1269_Republique_19 Mars_Marcellin,Capteur inductif Criter,Comptage tous véhicules,1,,,,1269,2015,,,1217,2025-02-26
890_VR,999,890_Stalingrad_Novembre_Poincare,Capteur inductif Criter,Comptage tous véhicules,2,16625.0,1291.0,16h00,890,354,2023.0,,2180,2025-03-23
686_VL,0,686_Sortie_Tube_Nord_Duchere,Capteur inductif Criter,Comptage tous véhicules,3,28822.0,3083.0,18h00,686,-1,2023.0,,2132,2025-04-02
1842_V,0,1842_Sortie_PLB_Paris_HopitauxEst2,Capteur inductif Criter,Comptage tous véhicules,1,225.0,253.0,07h00,1842,-1,2020.0,,1123,2025-03-13
526_SN,0,526_Velo_P. Dieu_OE,Capteur inductif Criter,Comptage vélo,1,,,,526,-1,,,1936,2025-03-03
208_VR,99,208_Jayr_Masaryk_Monts d'Or,Capteur inductif Criter,Comptage tous véhicules,2,6695.0,631.0,18h00,208,379,2023.0,,2379,2025-02-25
2291_V,100,2291_D307_Brochetiere_A89,Capteur inductif Criter,Comptage tous véhicules,1,6567.0,1075.0,08h00,2291,-1,2023.0,,513,2025-01-29
1165_CS,0,1165_Velo_Pt_Mulatière_Est_SN,Capteur inductif Criter,Comptage vélo,1,956.0,216.0,18h00,1165,-1,2022.0,,645,2025-04-03
106_V,163,106_Faure_Curry_Maisons Neuves,Capteur inductif Criter,Comptage tous véhicules,1,4010.0,342.0,17h00,106,627,2023.0,,59,2025-01-26
1786_VM,0,1786_Voie_A7_Pierre-Benite_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,45740.0,4841.0,07h00,1786,-1,2019.0,,1030,2025-01-30
876_VM,118,876_Chambaud_Grolier_Bernard,Capteur inductif Criter,Comptage tous véhicules,3,19895.0,1590.0,07h00,876,2492,2023.0,,1737,2025-04-06
2231_V,82,2231_Poudrette_Mousquetaire_Duclos,Capteur inductif Criter,Comptage tous véhicules,1,3420.0,366.0,17h00,2231,-1,2023.0,,286,2025-03-20
2167_Vl,90,2167_De Gaulle_Marasquines_Rte de Vourles,Capteur inductif Criter,Comptage tous véhicules,2,2094.0,360.0,16h00,2167,-1,2023.0,,251,2025-02-08
1889_V,0,1889_Voie_A42_Miribel_Lyon_1,Capteur inductif Criter,Comptage tous véhicules,1,18940.0,1444.0,06h00,1889,-1,2023.0,,738,2025-03-02
1400_V,126,1400_Termier_Rochebozon_Faizan,Capteur inductif Criter,Comptage tous véhicules,1,1770.0,218.0,08h00,1400,-1,2023.0,,1193,2025-02-15
2126_VL,0,2126_Voie_A7_Ternay_Marseille_3,Capteur inductif Criter,Comptage tous véhicules,3,29515.0,2691.0,18h00,2126,-1,2023.0,,133,2025-02-18
1813_VM,0,1813_Voie_PLB_Etats-Unis_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,36719.0,2373.0,14h00,1813,-1,2021.0,,1069,2025-01-26
190_VL,133,190_Rolland_Bonaparte_Bombarde,Capteur inductif Criter,Comptage tous véhicules,2,13216.0,1099.0,08h00,190,108,2023.0,,2405,2025-02-25
2159_V,87,2159_Liauthaud_Wallon_Idoux,Capteur inductif Criter,Comptage tous véhicules,1,3374.0,392.0,07h00,2159,-1,2023.0,,244,2025-02-05
1866_VL,0,1866_Voie_PLB_CroixLuizet_Paris,Capteur inductif Criter,Comptage tous véhicules,2,35358.0,3356.0,08h00,1866,-1,2023.0,,706,2025-01-22
969_VL_2,999,969_RD306_Dame_Cite,Capteur inductif Criter,Comptage tous véhicules,2,13638.0,1503.0,07h00,969,-1,2023.0,,1361,2025-01-28
2219_V,102,2219_Pinel_Trarieux_Lacassagne,Capteur inductif Criter,Comptage tous véhicules,1,2416.0,263.0,08h00,2219,632,2023.0,,508,2025-03-14
772_VL,103,772_Serbie_Sully_Tronchet,Capteur inductif Criter,Comptage tous véhicules,3,12992.0,1031.0,08h00,772,2227,2023.0,,1823,2025-03-31
1066_VM,119,1066_V.Merle_Pensionnat_Bert,Capteur inductif Criter,Comptage tous véhicules,3,9500.0,677.0,08h00,1066,365,2023.0,,1419,2025-03-06
2103_V,0,2103_Entrée_A7_BUS_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,1494.0,654.0,17h00,2103,-1,2023.0,,336,2025-03-24
2319_VR,0,2319_DARCIEUX_PB020_SG031,Capteur inductif Criter,Comptage tous véhicules,2,,,,2319,2589,,,380,2025-02-28
761_VL,89,761_Favre_Lafayette_Fournet,Capteur inductif Criter,Comptage tous véhicules,2,10532.0,809.0,18h00,761,557,2023.0,,2054,2025-02-25
2173_V,80,2173_Ligonnet_Gizard_Grimau,Capteur inductif Criter,Comptage tous véhicules,1,5856.0,776.0,10h00,2173,2558,2023.0,,1689,2025-01-30
1349_V,63,1349_Forts_Fontaine_PP,Capteur inductif Criter,Comptage tous véhicules,1,2882.0,315.0,17h00,1349,992,2023.0,,772,2025-02-28
1812_VR,0,1812_Entrée_PLB_Vénissieux_Marseille,Capteur inductif Criter,Comptage tous véhicules,2,17671.0,1916.0,15h00,1812,-1,2021.0,,1066,2025-01-16
1195_V,132,1195_Faure_Lacassagne_Kimmerling,Capteur inductif Criter,Comptage tous véhicules,1,4275.0,375.0,08h00,1195,348,2023.0,,1606,2025-03-03
2008_V,0,2008_Entrée_A6_Lyon-Ménival _Marseille,Capteur inductif Criter,Comptage tous véhicules,1,9832.0,1029.0,08h00,2008,-1,2023.0,,671,2025-03-22
1817_VM,0,1817_Voie_PLB_Parilly_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,,,,1817,-1,,,1079,2025-03-24
1528_V,69,1528_Pinel_Esquirol_Lacassagne,Capteur inductif Criter,Comptage tous véhicules,1,2597.0,333.0,09h00,1528,632,2023.0,,919,2025-03-01
2119_VR,0,2119_Voie_A7_Serezin-du-Rhone_Paris,Capteur inductif Criter,Comptage tous véhicules,3,45241.0,3885.0,07h00,2119,-1,2023.0,,550,2025-03-08
1879_VL,0,1879_Entrée_A42_Paris_Grenoble_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,36215.0,2688.0,16h00,1879,-1,2023.0,,728,2025-02-17
901_VM,39,901_Garibaldi_Bonnel_Dunoir,Capteur inductif Criter,Comptage tous véhicules,3,12809.0,1012.0,17h00,901,229,2023.0,,1806,2025-03-09
2086_V,0,2086_Entrée_BUS_Corbas_A7,Capteur inductif Criter,Comptage tous véhicules,1,2597.0,434.0,17h00,2086,-1,2023.0,,176,2025-03-03
759_V,118,759_Simon_Marietton_Diebold,Capteur inductif Criter,Comptage tous véhicules,1,2418.0,218.0,18h00,759,699,2023.0,,44,2025-02-17
1095_VR,131,1095_Curie_Viviani_Acces prive,Capteur inductif Criter,Comptage tous véhicules,2,12718.0,901.0,17h00,1095,2575,2023.0,,1450,2025-02-13
2214_V,92,2214_Pinel_Cortelain_Laennec,Capteur inductif Criter,Comptage tous véhicules,1,2846.0,268.0,17h00,2214,718,2023.0,,503,2025-03-10
2102_V,0,2102_Entrée_A7_Feyzin_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,1360.0,227.0,16h00,2102,-1,2023.0,,335,2025-03-14
833_VR,459,833_Roy_Simon_Berthelot,Capteur inductif Criter,Comptage tous véhicules,2,4772.0,436.0,08h00,833,2693,2023.0,,1790,2025-01-16
1090_V,85,1090_Ch. Gaillard_Basile_Filature,Capteur inductif Criter,Comptage tous véhicules,1,1364.0,136.0,17h00,1090,2052,2023.0,,1446,2025-02-13
2235_V,82,2235_Dumas_Salengro_Homme,Capteur inductif Criter,Comptage tous véhicules,1,5497.0,531.0,18h00,2235,-1,2023.0,,290,2025-03-27
663_SN,0,663_Velo_Pressen_SN,Capteur inductif Criter,Comptage vélo,1,96.0,27.0,17h00,663,-1,2022.0,,2107,2025-01-17
1558_V,93,1558_Saint Clair_Wette Fays_Soldats,Capteur inductif Criter,Comptage tous véhicules,1,4540.0,340.0,23h00,1558,-1,2023.0,,844,2025-04-02
2124_V,0,2124_Entrée_A7_A47_Paris,Capteur inductif Criter,Comptage tous véhicules,1,18154.0,1978.0,06h00,2124,-1,2023.0,,129,2025-01-29
1934_VR,0,1934_Voie_N346_Genas_Marseille_2,Capteur inductif Criter,Comptage tous véhicules,2,46979.0,4012.0,07h00,1934,-1,2023.0,,527,2025-03-26
1537_V,84,1537_Vienne_Lamothe_Garibaldi,Capteur inductif Criter,Comptage tous véhicules,1,6596.0,524.0,18h00,1537,294,2023.0,,823,2025-01-19
2058_VL,0,2058_Voie_A450_SaintGenisLaval_Lyon1,Capteur inductif Criter,Comptage tous véhicules,2,32191.0,2620.0,07h00,2058,-1,2023.0,,570,2025-03-02
529_V,90,529_de Gaul_Vert_Vauboin,Capteur inductif Criter,Comptage tous véhicules,1,6535.0,526.0,07h00,529,3,2023.0,,1940,2025-01-28
263_V,46,263_Tronchet_Foch_Malesherbes,Capteur inductif Criter,Comptage tous véhicules,1,1717.0,173.0,18h00,263,337,2023.0,,2392,2025-02-11
1882_VR,0,1882_Entrée_A42_Grenoble_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,15849.0,1359.0,23h00,1882,-1,2023.0,,732,2025-01-15
2150_VL,0,2150_Velo_Passerelle IKEA N/S,Capteur inductif Criter,Comptage vélo,1,282.0,52.0,07h00,2150,-1,2023.0,,241,2025-01-27
832_V,102,832_Roy_Berthelot_Simon,Capteur inductif Criter,Comptage tous véhicules,1,4922.0,542.0,17h00,832,2693,2023.0,,1789,2025-03-19
540_V,133,540_Leclerc_Petit_Thimonnier,Capteur inductif Criter,Comptage tous véhicules,1,7711.0,703.0,18h00,540,969,2023.0,,1948,2025-02-07
790_CS,0,790_Velo_Berges Tassigny SN,Capteur inductif Criter,Comptage vélo,2,534.0,102.0,18h00,790,-1,2020.0,,1666,2025-01-19
568_V,70,568_Salengro_Antonins_Courteline,Capteur inductif Criter,Comptage tous véhicules,1,6913.0,468.0,14h00,568,2049,2023.0,,1978,2025-02-14
695_VL,0,695_INT_Tube_Sud_Caluire_2,Capteur inductif Criter,Comptage tous véhicules,2,23757.0,3097.0,07h00,695,-1,2023.0,,2152,2025-01-20
752_V,93,752_Charlemagne_Montrochet_Perrache,Capteur inductif Criter,Comptage tous véhicules,1,4159.0,411.0,17h00,752,315,2023.0,,2041,2025-01-14
611_V,96,611_Briand_Vially_PP,Capteur inductif Criter,Comptage tous véhicules,1,6640.0,522.0,10h00,611,998,2023.0,,1865,2025-02-21
2178_V,83,2178_Ch Lacour_Gerland_Artillerie,Capteur inductif Criter,Comptage tous véhicules,1,6015.0,469.0,18h00,2178,608,2023.0,,254,2025-03-29
517_VL,93,517_Bonnevay_Giratoire_Bohr,Capteur inductif Criter,Comptage tous véhicules,3,14643.0,1774.0,08h00,517,2040,2023.0,,1922,2025-01-14
1574_V,95,1574_Monts d'Or_Tachon_Carrieres,Capteur inductif Criter,Comptage tous véhicules,1,1718.0,299.0,08h00,1574,-1,2023.0,,858,2025-03-08
909_VR,48,909_Cordeliers_Champier_Courmont,Capteur inductif Criter,Comptage tous véhicules,2,7033.0,470.0,14h00,909,257,2023.0,,1173,2025-03-01
1422_V,74,1422_Apollinaire_Source_Gorge de Loup,Capteur inductif Criter,Comptage tous véhicules,1,6433.0,553.0,08h00,1422,694,2023.0,,617,2025-03-12
2080_VR,0,2080_Voie_BUS_Vénissieux_A7,Capteur inductif Criter,Comptage tous véhicules,2,29120.0,2698.0,17h00,2080,-1,2023.0,,170,2025-03-23
1516_V,93,1516_Contre allee V.Merle_Boisard_Gambetta,Capteur inductif Criter,Comptage tous véhicules,1,2198.0,227.0,17h00,1516,-1,2023.0,,907,2025-03-18
996_VR,96,996_Charles de Gaulle_Schuman_Mermoz,Capteur inductif Criter,Comptage tous véhicules,2,10414.0,1605.0,17h00,996,889,2023.0,,1409,2025-01-17
2120_VL,0,2120_Voie_A7_Ternay_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,46982.0,3977.0,16h00,2120,-1,2023.0,,553,2025-02-05
959_V_1,999,959_Sain Bel_Terres d'Or_ Servant,Capteur inductif Criter,Comptage tous véhicules,1,5725.0,597.0,17h00,959,-1,2023.0,,1323,2025-02-10
1217_VR,88,1217_Bloch_Madeleine_Voituret,Capteur inductif Criter,Comptage tous véhicules,2,13484.0,1027.0,08h00,1217,295,2023.0,,1614,2025-01-18
830_VM,144,830_Bernard_Bonald_Universite,Capteur inductif Criter,Comptage tous véhicules,3,13321.0,1007.0,08h00,830,501,2023.0,,1785,2025-04-05
1411_V,98,1411_Carret_Mangini_Sedallian,Capteur inductif Criter,Comptage tous véhicules,1,3940.0,415.0,17h00,1411,2784,2023.0,,1145,2025-01-20
648_CS,0,648_Velo_France_OE,Capteur inductif Criter,Comptage vélo,1,598.0,86.0,17h00,648,-1,2022.0,,2079,2025-04-04
981_V_2,999,981_Carnot_Lumiere_Neuville,Capteur inductif Criter,Comptage tous véhicules,1,8488.0,619.0,12h00,981,-1,2023.0,,1380,2025-02-24
897_VL,40,897_Duquesne_Tassigny_Malesherbes,Capteur inductif Criter,Comptage tous véhicules,2,10664.0,884.0,08h00,897,581,2023.0,,1798,2025-01-24
1538_V,88,1538_Epargne_Tchecoslovaque_Roy,Capteur inductif Criter,Comptage tous véhicules,1,6273.0,537.0,18h00,1538,591,2023.0,,832,2025-01-26
1302_V,83,1302_Clemenceau_Desert_Vernay,Capteur inductif Criter,Comptage tous véhicules,1,3666.0,508.0,07h00,1302,965,2023.0,,1260,2025-02-22
1229_V,70,1229_Traine Cul_Brochetiere_Art National,Capteur inductif Criter,Comptage tous véhicules,1,1960.0,563.0,19h00,1229,-1,2023.0,,1250,2025-01-13
1887_VL,0,1887_Entrée_A42_Paris_Grenoble,Capteur inductif Criter,Comptage tous véhicules,2,18114.0,1809.0,17h00,1887,-1,2023.0,,740,2025-02-10
1603_VN1,0,1603_Velo_Genas_Lacouture_OE,Capteur inductif Criter,Comptage vélo,1,437.0,52.0,08h00,1603,-1,2023.0,,987,2025-03-22
1322_V,89,1322_Jaures_Farge_Langevin,Capteur inductif Criter,Comptage tous véhicules,1,3357.0,363.0,17h00,1322,2173,2023.0,,1284,2025-01-15
2044_VR,0,2044_Voie_A7_A450_Paris,Capteur inductif Criter,Comptage tous véhicules,3,45067.0,3436.0,07h00,2044,-1,2023.0,,491,2025-02-16
1472_V,148,1472_Feyssine_Salengro_Einstein,Capteur inductif Criter,Comptage tous véhicules,1,7640.0,1037.0,09h00,1472,2800,2023.0,,890,2025-02-21
1990_V,0,1990_Sortie_A6_Marseille_Champagne,Capteur inductif Criter,Comptage tous véhicules,1,5490.0,1233.0,08h00,1990,-1,2019.0,,295,2025-04-09
1809_V,0,1809_Sortie_PLB_Paris_Moulin-à-Vent,Capteur inductif Criter,Comptage tous véhicules,1,,,,1809,-1,,,1046,2025-03-01
705_V,0,705_Entree_Valvert_A6_Voies_Sud,Capteur inductif Criter,Comptage tous véhicules,1,14916.0,1851.0,07h00,705,-1,2023.0,,1990,2025-03-01
926_SN,0,926_Velo_Pt_R.Barre_ NS,Capteur inductif Criter,Comptage vélo,1,2158.0,482.0,18h00,926,-1,2023.0,,1411,2025-03-07
2135_V,95,2135_Lafayette_Tete d'Or_Massena,Capteur inductif Criter,Comptage tous véhicules,1,2384.0,188.0,15h00,2135,2230,2023.0,,217,2025-02-05
1992_VR,0,1992_Voie_A6_Ecully_Paris_3,Capteur inductif Criter,Comptage tous véhicules,3,51796.0,4548.0,16h00,1992,-1,2022.0,,299,2025-01-15
955_V,98,955_Chambfort_Bourgchanin_Voyant,Capteur inductif Criter,Comptage tous véhicules,1,7304.0,613.0,09h00,955,2108,2023.0,,1315,2025-01-27
2290_V,91,2290_Serbie - Duquesne - Mouisset,Capteur inductif Criter,Comptage tous véhicules,1,4554.0,478.0,08h00,2290,581,2023.0,,511,2025-02-21
1185_VR,85,1185_Trarieux_Roux-Soignat_Florence,Capteur inductif Criter,Comptage tous véhicules,2,3694.0,355.0,09h00,1185,2370,2023.0,,1594,2025-02-24
1536_V,82,1536_XBarret_Brachet_Vienne,Capteur inductif Criter,Comptage tous véhicules,1,1502.0,194.0,17h00,1536,-1,2023.0,,822,2025-04-05
2000_VL,0,2000_Voie_A6_Tassin_Paris,Capteur inductif Criter,Comptage tous véhicules,2,31460.0,2422.0,17h00,2000,-1,2023.0,,314,2025-04-07
1794_SN2,0,1794_Velo_Freres Lumiere_EO,Capteur inductif Criter,Comptage vélo,1,1439.0,208.0,18h00,1794,-1,2023.0,,1015,2025-03-07
2059_VR,0,2059_Voie_A450_SaintGenisLaval_Brignais2,Capteur inductif Criter,Comptage tous véhicules,2,35264.0,3421.0,18h00,2059,-1,2023.0,,572,2025-03-04
1362_V,107,1362_Feyzin_Garaine_Jodino,Capteur inductif Criter,Comptage tous véhicules,1,4216.0,505.0,08h00,1362,2208,2023.0,,783,2025-04-05
1522_V,115,1522_Baraban_Charial_Pompidou,Capteur inductif Criter,Comptage tous véhicules,1,2109.0,218.0,17h00,1522,353,2023.0,,913,2025-01-18
1511_VR,90,1511_Leclerc_Sand_Genas,Capteur inductif Criter,Comptage tous véhicules,2,1822.0,1045.0,12h00,1511,2124,2023.0,,903,2025-03-05
772_VM,103,772_Serbie_Sully_Tronchet,Capteur inductif Criter,Comptage tous véhicules,3,12992.0,1031.0,08h00,772,2227,2023.0,,1825,2025-01-19
1328_V,0,1328_Feyzin_Venissieux_Moulin,Capteur inductif Criter,Comptage tous véhicules,1,,,,1328,-1,,,1239,2025-03-25
680_V,126,680_Pinel_Lurcat_Balmes,Capteur inductif Criter,Comptage tous véhicules,1,8416.0,720.0,08h00,680,712,2023.0,,2126,2025-01-30
2108_VL,0,2108_Voie_A7_Solaize_Paris_1,Capteur inductif Criter,Comptage tous véhicules,3,52124.0,4737.0,07h00,2108,-1,2023.0,,349,2025-01-26
1910_VR,0,1910_Voie_N346_Decine_Paris_5,Capteur inductif Criter,Comptage tous véhicules,2,49192.0,3999.0,17h00,1910,-1,2023.0,,400,2025-03-31
2082_VR,0,2082_Voie_BUS_Corbas_A7,Capteur inductif Criter,Comptage tous véhicules,2,13132.0,2154.0,07h00,2082,-1,2023.0,,178,2025-02-01
2334_V,95,2334_Reguillon_Gd-Clement_Bernaix,Capteur inductif Criter,Comptage tous véhicules,1,2431.0,216.0,08h00,2334,2828,2023.0,,840,2025-02-14
1508_V,90,1508_Mistral_Charial_Bert,Capteur inductif Criter,Comptage tous véhicules,1,5655.0,411.0,08h00,1508,2097,2023.0,,899,2025-02-15
1033_VR,96,1033_Dechant_Liberation_Aquarium,Capteur inductif Criter,Comptage tous véhicules,2,15926.0,1482.0,18h00,1033,849,2023.0,,1522,2025-04-07
558_V,89,558_Pasteur_Terrasse_Fleming,Capteur inductif Criter,Comptage tous véhicules,1,9191.0,804.0,18h00,558,996,2023.0,,1966,2025-03-01
873_VR,37,873_Merieux_Debourg_Leclerc,Capteur inductif Criter,Comptage tous véhicules,4,15162.0,1516.0,17h00,873,2470,2023.0,,1727,2025-02-01
1183_V,81,1183_Soie_Francia_Blum,Capteur inductif Criter,Comptage tous véhicules,1,5103.0,424.0,17h00,1183,2111,2021.0,,1548,2025-02-16
1530_V,95,1530_Villon_Etats-Unis_Berthelot,Capteur inductif Criter,Comptage tous véhicules,1,1746.0,196.0,18h00,1530,539,2023.0,,921,2025-04-07
593_V,91,593_Sedallian_Carret_Mouriquand,Capteur inductif Criter,Comptage tous véhicules,1,4630.0,565.0,17h00,593,666,2023.0,,1843,2025-04-02
2182_V,90,2182_Ch Lacour_P dArtillerie_,Capteur inductif Criter,Comptage tous véhicules,1,7057.0,595.0,18h00,2182,2726,2023.0,,471,2025-01-26
2193_V,84,2193_Pressense_Michel_Beauvisage,Capteur inductif Criter,Comptage tous véhicules,1,5720.0,444.0,08h00,2193,725,2023.0,,612,2025-02-26
