positionne,distanceli,nom,typecapteu,typepostem,nbvoies,moyennejou,debithorai,horairedeb,identifian,identifia0,anneerefer,estvalide,gid,date
2242_VR,82,2242_Université_Boulloche_8Mai1945,Capteur inductif Criter,Comptage tous véhicules,2,8237.0,919.0,08h00,2242,486,2023.0,,320,2025-04-08
761_VR,89,761_Favre_Lafayette_Fournet,Capteur inductif Criter,Comptage tous véhicules,2,10532.0,809.0,18h00,761,557,2023.0,,2055,2025-04-03
1865_VR,0,1865_Voie_PLB_CroixLuizet_Marseille,Capteur inductif Criter,Comptage tous véhicules,2,36391.0,3261.0,08h00,1865,-1,2023.0,,709,2025-02-08
1352_V,88,1352_Moulin_Berthelot_Acces Radiant,Capteur inductif Criter,Comptage tous véhicules,1,2820.0,241.0,15h00,1352,2345,2023.0,,775,2025-02-02
347_V,104,347_Curie_Aqueducs_Jacob,Capteur inductif Criter,Comptage tous véhicules,1,2721.0,282.0,18h00,347,2374,2023.0,,2204,2025-03-08
2080_VL,0,2080_Voie_BUS_Vénissieux_A7,Capteur inductif Criter,Comptage tous véhicules,2,29120.0,2698.0,17h00,2080,-1,2023.0,,169,2025-01-30
2027_VR,0,2027_Voie_A7_LaMulatiere_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,3,37172.0,3058.0,17h00,2027,-1,2023.0,,213,2025-03-26
1927_V,0,1927_Entrée_N346_Pusignan_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,15596.0,1404.0,07h00,1927,-1,2023.0,,516,2025-02-28
64_VR,90,64_de Gaulle_Poincare_Stationnement,Capteur inductif Criter,Comptage tous véhicules,3,22150.0,2111.0,08h00,64,343,2023.0,,2466,2025-03-02
708_V,0,708_Entree_St_Clair_Tube_Nord_Caluire,Capteur inductif Criter,Comptage tous véhicules,1,4302.0,725.0,08h00,708,-1,2023.0,,1992,2025-04-05
2092_VR,0,2092_Voie_A7_LaurentBonnevay_Marseille,Capteur inductif Criter,Comptage tous véhicules,2,50935.0,4105.0,16h00,2092,-1,2023.0,,196,2025-01-19
717_VR,0,717_Retentions_Entree_Voies_Sud_LaPape,Capteur inductif Criter,Comptage tous véhicules,2,7973.0,1117.0,08h00,717,-1,2023.0,,1998,2025-02-14
2097_VR,0,2097_Voie_A7_SaintFons_Paris_1,Capteur inductif Criter,Comptage tous véhicules,3,74043.0,6016.0,16h00,2097,-1,2022.0,,202,2025-01-13
2097_VR,0,2097_Voie_A7_SaintFons_Paris_1,Capteur inductif Criter,Comptage tous véhicules,3,74043.0,6016.0,16h00,2097,-1,2022.0,,203,2025-03-24
227_V,81,227_Faure_Philip_Gambetta,Capteur inductif Criter,Comptage tous véhicules,1,4851.0,322.0,12h00,227,193,2023.0,,2247,2025-04-07
48_VR,42,48_Bonnel_Liberté_Moliere,Capteur inductif Criter,Comptage tous véhicules,3,16528.0,1399.0,08h00,48,222,2023.0,,2477,2025-03-09
925_V,77,925_Jaures_Chevreul_Bloch,Capteur inductif Criter,Comptage tous véhicules,1,5483.0,398.0,09h00,925,264,2023.0,,1171,2025-03-03
650_CS,0,650_Velo_Canuts_SN,Capteur inductif Criter,Comptage vélo,1,646.0,148.0,18h00,650,-1,2023.0,,2081,2025-01-23
581_V,96,581_Genas_Aviation_Allende,Capteur inductif Criter,Comptage tous véhicules,1,7569.0,657.0,08h00,581,2039,2023.0,,1836,2025-03-29
1059_V,69,1059_Farge_Merieux_Girondins,Capteur inductif Criter,Comptage tous véhicules,2,2811.0,408.0,12h00,1059,604,2023.0,,1508,2025-02-22
199_VM,120,199_Churchill_Leclerc_Boucle,Capteur inductif Criter,Comptage tous véhicules,3,14635.0,1301.0,18h00,199,-1,2022.0,,2386,2025-01-27
548_VL,100,548_Boucle_Canuts_Herbouville,Capteur inductif Criter,Comptage tous véhicules,2,17699.0,1475.0,08h00,548,-1,2023.0,,1958,2025-03-01
380_SN,0,380_Velo_Gambett EO,Capteur inductif Criter,Comptage vélo,1,2982.0,528.0,08h00,380,-1,2023.0,,2227,2025-02-12
2122_VL,0,2122_Voie_A7_Ternay_Marseille_2,Capteur inductif Criter,Comptage tous véhicules,3,48807.0,4151.0,16h00,2122,-1,2023.0,,123,2025-02-13
29_V,84,29_Roosevelt_Carnot_Salengro,Capteur inductif Criter,Comptage tous véhicules,1,4693.0,452.0,17h00,29,479,2023.0,,2689,2025-02-08
450_VL,76,450_Hugo_Vallon_Verdun,Capteur inductif Criter,Comptage tous véhicules,2,15230.0,1292.0,13h00,450,12,2023.0,,2288,2025-04-06
875_VM,129,875_Garnier_Vercors_Jaures,Capteur inductif Criter,Comptage tous véhicules,3,15766.0,1237.0,08h00,875,523,2022.0,,1733,2025-02-03
2318_VR,0,2318_DARCIEUX_SG031_PB020,Capteur inductif Criter,Comptage tous véhicules,2,,,,2318,2891,,,381,2025-02-08
1911_VL,0,1911_Voie_N346_Decine_Marseille_5,Capteur inductif Criter,Comptage tous véhicules,2,45033.0,3421.0,16h00,1911,-1,2023.0,,402,2025-04-08
156_V,185,156_Gailleton_Tremie direction Paris,Capteur inductif Criter,Comptage tous véhicules,1,13207.0,878.0,19h00,156,285,2023.0,,2535,2025-02-20
616_V,96,616_Rambaud_Suchet_Bichat,Capteur inductif Criter,Comptage tous véhicules,1,2299.0,252.0,08h00,616,653,2023.0,,1871,2025-02-11
1275_VR,109,1275_Bohlen_Esperance_Parking CC,Capteur inductif Criter,Comptage tous véhicules,2,15353.0,1471.0,17h00,1275,2597,2023.0,,1269,2025-03-04
1935_VL,0,1935_Voie_N346_Genas_Paris_2,Capteur inductif Criter,Comptage tous véhicules,2,48558.0,3766.0,16h00,1935,-1,2023.0,,529,2025-03-17
1547_V,0,1547_Mas Rillier_Giratoire_Nations,Capteur inductif Criter,Comptage tous véhicules,1,,,,1547,38,,,2588,2025-04-06
1436_V,85,1436_Lassalle_Joseph_XRousse,Capteur inductif Criter,Comptage tous véhicules,1,1784.0,216.0,08h00,1436,138,2023.0,,631,2025-01-16
1573_V,103,1573_Monts d' Or_Pontet_Carrieres,Capteur inductif Criter,Comptage tous véhicules,1,1774.0,245.0,17h00,1573,-1,2023.0,,857,2025-01-18
1920_VL,0,1920_Voie_N346_ParcOlympiqueLyonnais_Paris,Capteur inductif Criter,Comptage tous véhicules,2,44547.0,3644.0,17h00,1920,-1,2023.0,,462,2025-01-26
1440_V,74,1440_PL. XRousse_Fort_XRousse,Capteur inductif Criter,Comptage tous véhicules,1,2007.0,232.0,17h00,1440,141,2023.0,,1156,2025-02-03
495_VR,88,495_24 Mars_St Cyr_Gare d'eau,Capteur inductif Criter,Comptage tous véhicules,2,8044.0,719.0,17h00,495,2293,2023.0,,1891,2025-02-18
128_VR,65,128_Garibaldi_Repos_Vienne,Capteur inductif Criter,Comptage tous véhicules,3,16223.0,1241.0,17h00,128,293,2023.0,,2579,2025-01-23
115_VM,58,115_Bonnel_Crequi_Duguesclin,Capteur inductif Criter,Comptage tous véhicules,3,11257.0,1036.0,08h00,115,226,2023.0,,2412,2025-03-20
2314_VR,0,2314_NOUVELLE_SG029_SG027,Capteur inductif Criter,Comptage tous véhicules,2,,,,2314,2889,,,377,2025-02-05
1543_V,88,1543_XBarret_Massini_Gerland,Capteur inductif Criter,Comptage tous véhicules,1,3519.0,341.0,19h00,1543,606,2023.0,,843,2025-03-03
1616_V,96,1616_Rousseau_Dechant_CES,Capteur inductif Criter,Comptage tous véhicules,1,4039.0,468.0,08h00,1616,-1,2023.0,,967,2025-02-28
1380_V,0,1380_BUE_Corbas_RD95,Capteur inductif Criter,Comptage tous véhicules,1,,,,1380,-1,,,799,2025-01-20
2105_VL,0,2105_Voie_A7_Feyzin_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,52150.0,4684.0,17h00,2105,-1,2022.0,,340,2025-04-04
1025_V,103,1025_Gerland_Bablessini_Ch.Lacour,Capteur inductif Criter,Comptage tous véhicules,1,8381.0,675.0,17h00,1025,2481,2023.0,,1482,2025-02-08
67_VL,100,67_de Gaulle_Interpol S_Interpol N,Capteur inductif Criter,Comptage tous véhicules,3,11397.0,1446.0,08h00,67,347,2023.0,,2572,2025-01-15
1502_V,110,1502_Republique_Becker_Pl. A. Thomas,Capteur inductif Criter,Comptage tous véhicules,1,5510.0,492.0,16h00,1502,2076,2023.0,,830,2025-02-02
664_V,119,664_Lumiere_Tchecoslovaques_Berliet,Capteur inductif Criter,Comptage tous véhicules,1,5665.0,467.0,17h00,664,296,2023.0,,2108,2025-04-02
203_VR,75,203_Gambetta_Philip_Faure,Capteur inductif Criter,Comptage tous véhicules,2,10474.0,843.0,08h00,203,186,2023.0,,2263,2025-04-06
2296_V,57,2296_Farge_Fernandez_Thorez,Capteur inductif Criter,Comptage tous véhicules,1,643.0,78.0,12h00,2296,806,2023.0,,512,2025-02-02
77_VR,178,77_Marietton_Bourbon_Apollinaire,Capteur inductif Criter,Comptage tous véhicules,2,11793.0,1105.0,17h00,77,696,2023.0,,2242,2025-03-05
292_VM,121,292_de Gaulle_Bonnevay_Congres,Capteur inductif Criter,Comptage tous véhicules,3,24458.0,2148.0,08h00,292,2325,2023.0,,2614,2025-02-09
681_VR,94,681_Dargent_Pinel_Viviani,Capteur inductif Criter,Comptage tous véhicules,2,15872.0,1493.0,17h00,681,709,2023.0,,2128,2025-03-30
2112_V,0,2112_Entrée_A7_Solaize_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,2930.0,313.0,22h00,2112,-1,2023.0,,539,2025-04-03
153_VR,87,153_Courmont_Pt. Wilson_Moulin,Capteur inductif Criter,Comptage tous véhicules,3,23205.0,1497.0,18h00,153,258,2023.0,,2551,2025-01-24
17_VR,94,17_Thiers_Germain_Viabert,Capteur inductif Criter,Comptage tous véhicules,2,11243.0,905.0,17h00,17,540,2023.0,,2713,2025-01-19
1567_V,93,1567_Centrales_Maures_Maejeon,Capteur inductif Criter,Comptage tous véhicules,1,3669.0,432.0,08h00,1567,-1,2023.0,,851,2025-02-15
927_SN,0,927_Velo_Pt_R.Barre_ SN,Capteur inductif Criter,Comptage vélo,1,1945.0,615.0,08h00,927,-1,2023.0,,1410,2025-02-15
337_V,136,337_Vienne_Chausson_Barbusse,Capteur inductif Criter,Comptage tous véhicules,1,7966.0,613.0,19h00,337,727,2023.0,,2198,2025-02-23
2236_VL,90,2236_Homme_Grosso_Dumas,Capteur inductif Criter,Comptage tous véhicules,2,4691.0,391.0,17h00,2236,-1,2023.0,,291,2025-02-15
928_V,100,928_Choulans_Genovefains_Debrousse,Capteur inductif Criter,Comptage tous véhicules,1,2883.0,463.0,18h00,928,101,2023.0,,1412,2025-02-21
1912_V,0,1912_Sortie_N346_Paris_Meyzieu,Capteur inductif Criter,Comptage tous véhicules,1,11745.0,1111.0,17h00,1912,-1,2023.0,,404,2025-03-08
1413_V,86,1413_Carret_Navigation_Acces BPNL,Capteur inductif Criter,Comptage tous véhicules,1,6177.0,646.0,17h00,1413,2571,2023.0,,1147,2025-02-08
1801_VR,0,1801_Voie_PLB_Gerland_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,,,,1801,-1,,,1028,2025-02-28
519_VL,101,519_Bonnevay_PP_Sport,Capteur inductif Criter,Comptage tous véhicules,2,13872.0,1380.0,08h00,519,2041,2023.0,,1928,2025-02-10
2139_V,128,2139_4 Aout_Pl. A. Thomas_Racine,Capteur inductif Criter,Comptage tous véhicules,1,3349.0,319.0,18h00,2139,2077,2023.0,,679,2025-01-29
2343_V,0,2343_Velo_Rambaud_NS,Capteur inductif Criter,Comptage vélo,1,,,,2343,-1,,,510,2025-02-17
1955_VR,0,1955_Voie_N346_Saint_Priest_Paris_3,Capteur inductif Criter,Comptage tous véhicules,2,,,,1955,-1,,,164,2025-03-19
537_V,91,537_XRousse_Chazere_Bony,Capteur inductif Criter,Comptage tous véhicules,1,4570.0,433.0,08h00,537,137,2023.0,,1944,2025-03-18
1080_VL,82,1080_Thiers_Viabert_Gaité,Capteur inductif Criter,Comptage tous véhicules,2,7921.0,630.0,17h00,1080,309,2023.0,,1437,2025-04-04
1271_V,85,1271_Peri_Zola_Promenade Lenine,Capteur inductif Criter,Comptage tous véhicules,1,3232.0,307.0,17h00,1271,2019,2023.0,,1262,2025-03-19
1389_V,46,1389_Zola_Flachet_Lenoir,Capteur inductif Criter,Comptage tous véhicules,1,5657.0,405.0,18h00,1389,2074,2023.0,,1127,2025-03-14
749_V,84,749_Debourg_Jaures_Merieux,Capteur inductif Criter,Comptage tous véhicules,1,4745.0,401.0,12h00,749,527,2023.0,,2035,2025-03-15
600_V,69,600_Buyer_Benoit_Patel,Capteur inductif Criter,Comptage tous véhicules,1,5077.0,664.0,17h00,600,74,2023.0,,1851,2025-02-05
102_V,98,102_Vitton_Massena_Tete D'or,Capteur inductif Criter,Comptage tous véhicules,1,6976.0,463.0,18h00,102,316,2023.0,,2694,2025-01-29
2309_V,80,2309_Perrache_Perier_DePury,Capteur inductif Criter,Comptage tous véhicules,1,6758.0,487.0,18h00,2309,2309,2023.0,,1876,2025-04-09
1535_V,88,1535_Delore_Fonlupt_Vienne,Capteur inductif Criter,Comptage tous véhicules,1,4212.0,355.0,08h00,1535,2306,2023.0,,820,2025-03-10
1950_VR,0,1950_Voie_N346_Saint_Priest_Marseille_2,Capteur inductif Criter,Comptage tous véhicules,3,57303.0,4527.0,16h00,1950,-1,2023.0,,114,2025-03-18
232_V,81,232_Duquesne_Belges_Garibaldi,Capteur inductif Criter,Comptage tous véhicules,1,5452.0,440.0,17h00,232,571,2023.0,,2769,2025-01-20
1552_V,90,1552_Illhaeusern_Varennes_Island,Capteur inductif Criter,Comptage tous véhicules,1,5403.0,541.0,18h00,1552,-1,2023.0,,837,2025-01-14
634_VL,59,634_Bonnevay_Bretelle N_Genas,Capteur inductif Criter,Comptage tous véhicules,2,12080.0,894.0,17h00,634,2119,2023.0,,2404,2025-02-03
872_VR,78,872_Merieux_Pasteur_Garnier,Capteur inductif Criter,Comptage tous véhicules,4,13771.0,1718.0,08h00,872,2470,2023.0,,38,2025-04-07
911_VM,91,911_Augagneur_Jussieu_Bonnel,Capteur inductif Criter,Comptage tous véhicules,3,22475.0,1722.0,08h00,911,2267,2023.0,,1161,2025-03-14
1156_CS,0,1156_Velo_Av Leclerc_SN,Capteur inductif Criter,Comptage vélo,2,636.0,111.0,19h00,1156,-1,2022.0,,639,2025-03-05
1839_VR,0,1839_Voie_PLB_Vinatier_Paris1,Capteur inductif Criter,Comptage tous véhicules,4,68148.0,5623.0,16h00,1839,-1,2023.0,,1114,2025-01-22
992_V1,999,992_Allende_Limite est_Liberation,Capteur inductif Criter,Comptage tous véhicules,1,6142.0,766.0,08h00,992,-1,2023.0,,1318,2025-03-09
2181_V,126,2181_Ch Lacour_SJ de Dieu_Artillerie,Capteur inductif Criter,Comptage tous véhicules,1,4740.0,562.0,08h00,2181,2726,2023.0,,470,2025-02-02
658_CS,0,658_Velo_Farge_NS,Capteur inductif Criter,Comptage vélo,1,1044.0,226.0,08h00,658,-1,2023.0,,2097,2025-02-20
284_VL,43,284_Emeraudes_Thiers_Hernu,Capteur inductif Criter,Comptage tous véhicules,2,6167.0,545.0,18h00,284,442,2023.0,,2601,2025-03-14
1092_V,124,1092_Zola_Durand_France,Capteur inductif Criter,Comptage tous véhicules,1,6242.0,405.0,15h00,1092,2602,2023.0,,1447,2025-01-17
1979_V,0,1979_Entrée_A6_Techlid_Marseille,Capteur inductif Criter,Comptage tous véhicules,1,7741.0,1070.0,17h00,1979,-1,2023.0,,235,2025-01-20
679_V,93,679_Viviani_Oradour_Cambon,Capteur inductif Criter,Comptage tous véhicules,1,3035.0,450.0,17h00,679,2231,2023.0,,2124,2025-01-19
119_VR,78,119_Thomas_Koehler_Sisley,Capteur inductif Criter,Comptage tous véhicules,2,13484.0,1143.0,08h00,119,180,2023.0,,2729,2025-02-24
1364_VR,80,1364_Guesde_Sembat_Mandela,Capteur inductif Criter,Comptage tous véhicules,2,,,,1364,2163,,,2076,2025-02-11
231_V,0,231_Duquesne_Belges_Perret,Capteur inductif Criter,Comptage tous véhicules,1,234.0,60.0,07h00,231,571,2023.0,,2771,2025-01-30
243_VR,106,243_Garnier_Frenkel_Jaures,Capteur inductif Criter,Comptage tous véhicules,2,16454.0,1412.0,18h00,243,524,2023.0,,2750,2025-03-29
2022_VR,0,2022_Voie_A7_Confluence_Paris_1,Capteur inductif Criter,Comptage tous véhicules,3,52449.0,4229.0,07h00,2022,-1,2023.0,,90,2025-02-20
1839_VM1,0,1839_Voie_PLB_Vinatier_Paris1,Capteur inductif Criter,Comptage tous véhicules,4,68148.0,5623.0,16h00,1839,-1,2023.0,,1116,2025-02-07
1497_V,110,1497_Blum_Delle_Baratin,Capteur inductif Criter,Comptage tous véhicules,1,4489.0,432.0,18h00,1497,2102,2023.0,,825,2025-03-13
1439_V,115,1439_XRousse_F. d'Assise_Terme,Capteur inductif Criter,Comptage tous véhicules,1,4388.0,332.0,18h00,1439,141,2023.0,,1155,2025-02-22
886_V,87,886_Vitton_Pinel_Kimmerling,Capteur inductif Criter,Comptage tous véhicules,1,5580.0,403.0,07h00,886,643,2023.0,,1753,2025-03-21
523_VR,100,523_Chater_Chateau_Razes,Capteur inductif Criter,Comptage tous véhicules,2,9008.0,1101.0,08h00,523,871,2023.0,,1931,2025-03-09
1026_VM,86,1026_Tchecoslovaques_Berthelot_Veyron,Capteur inductif Criter,Comptage tous véhicules,3,17024.0,1267.0,08h00,1026,596,2023.0,,1462,2025-03-12
686_VM,0,686_Sortie_Tube_Nord_Duchere,Capteur inductif Criter,Comptage tous véhicules,3,28822.0,3083.0,18h00,686,-1,2023.0,,2130,2025-02-07
986_V,147,986_Gillet_Schuman_Mazarik,Capteur inductif Criter,Comptage tous véhicules,1,9060.0,715.0,18h00,986,2758,2023.0,,1337,2025-03-15
2074_VL,0,2074_Voie_A450_Brignais_Lyon1,Capteur inductif Criter,Comptage tous véhicules,2,25324.0,2174.0,07h00,2074,-1,2023.0,,152,2025-02-21
1470_V,97,1470_Einstein_Marie Antoinette_Bohr,Capteur inductif Criter,Comptage tous véhicules,1,4845.0,469.0,08h00,1470,489,2023.0,,888,2025-03-01
1503_V,81,1503_Sangnier_Lafontaine_Pl. A. Thomas,Capteur inductif Criter,Comptage tous véhicules,1,4886.0,466.0,08h00,1503,2077,2023.0,,895,2025-02-08
2122_VM,0,2122_Voie_A7_Ternay_Marseille_2,Capteur inductif Criter,Comptage tous véhicules,3,48807.0,4151.0,16h00,2122,-1,2023.0,,125,2025-03-09
2110_VR,0,2110_Voie_A7_Solaize_Paris_2,Capteur inductif Criter,Comptage tous véhicules,3,52035.0,4625.0,07h00,2110,-1,2023.0,,353,2025-03-01
445_V,105,445_Bonaparte_Fulchiron_Tilsit,Capteur inductif Criter,Comptage tous véhicules,1,4306.0,379.0,08h00,445,108,2022.0,,2282,2025-01-21
17_VL,94,17_Thiers_Germain_Viabert,Capteur inductif Criter,Comptage tous véhicules,2,11243.0,905.0,17h00,17,540,2023.0,,2708,2025-03-14
24_VR,108,24_Berthelot_Brigadier Voituret_Garibaldi,Capteur inductif Criter,Comptage tous véhicules,2,15422.0,1025.0,16h00,24,406,2023.0,,2659,2025-03-03
496_VR,0,496_TVM/Favre,Capteur inductif Criter,Comptage tous véhicules,2,,,,496,-1,,,1894,2025-01-23
564_V,128,564_Genas_Monge_Lacouture,Capteur inductif Criter,Comptage tous véhicules,1,12055.0,896.0,17h00,564,2119,2023.0,,1975,2025-02-17
11_V,75,11_8 Mai_Roosevelt_Plantier,Capteur inductif Criter,Comptage tous véhicules,1,3548.0,299.0,17h00,11,482,2023.0,,2673,2025-01-20
255_VR,55,255_Belges_France_Tronchet,Capteur inductif Criter,Comptage tous véhicules,2,8600.0,765.0,17h00,255,549,2023.0,,2388,2025-03-10
614_V,105,614_Verguin_Stalingrad_France,Capteur inductif Criter,Comptage tous véhicules,1,3383.0,268.0,18h00,614,358,2023.0,,1869,2025-01-24
949_SN,0,949_Velo_Passerelle _Decines_SN,Capteur inductif Criter,Comptage vélo,1,115.0,16.0,07h00,949,-1,2023.0,,1314,2025-03-14
690_VR,0,690_Sortie_Tube_Nord_Rochecardon,Capteur inductif Criter,Comptage tous véhicules,2,17162.0,2162.0,17h00,690,-1,2023.0,,2142,2025-02-12
1515_V,115,1515_Briand Tà G_Lyonnais_Provence,Capteur inductif Criter,Comptage tous véhicules,1,647.0,100.0,17h00,1515,2468,2023.0,,1588,2025-04-02
808_VL,189,808_Salengro_Octavie_8 mai 1945,Capteur inductif Criter,Comptage tous véhicules,2,11697.0,1039.0,08h00,808,2051,2023.0,,1767,2025-04-05
1316_V,0,1316_RD 95_BUS_BUE,Capteur inductif Criter,Comptage tous véhicules,1,,,,1316,-1,,,1293,2025-04-08
441_V,88,441_Pt Feuillee_St Vincent_Body,Capteur inductif Criter,Comptage tous véhicules,1,3632.0,556.0,11h00,441,150,2023.0,,2280,2025-02-14
2105_VM,0,2105_Voie_A7_Feyzin_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,52150.0,4684.0,17h00,2105,-1,2022.0,,339,2025-01-22
899_V,110,899_Garibaldi_Faure_Gambetta,Capteur inductif Criter,Comptage tous véhicules,1,2508.0,223.0,18h00,899,192,2023.0,,1800,2025-01-19
768_VL,102,768_Tronchet_Malesherbes_Serbie,Capteur inductif Criter,Comptage tous véhicules,2,8873.0,1710.0,12h00,768,2266,2023.0,,1822,2025-01-21
906_VM,163,906_Moulin_Bat d'Argent_Tremie,Capteur inductif Criter,Comptage tous véhicules,3,22470.0,1693.0,18h00,906,259,2023.0,,1181,2025-02-04
48_VM,42,48_Bonnel_Liberté_Moliere,Capteur inductif Criter,Comptage tous véhicules,3,16528.0,1399.0,08h00,48,222,2023.0,,2478,2025-01-16
1445_V,58,1445_Martiniere_Pl. R Gabriel_Pl. Robatel,Capteur inductif Criter,Comptage tous véhicules,1,442.0,66.0,14h00,1445,-1,2023.0,,870,2025-03-19
174_VR,93,174_Joffre_Castres_Gensoul,Capteur inductif Criter,Comptage tous véhicules,2,15113.0,1246.0,08h00,174,2275,2023.0,,2520,2025-02-24
576_V,72,576_Philip_Dayan_Guerin,Capteur inductif Criter,Comptage tous véhicules,1,4431.0,326.0,16h00,576,2262,2023.0,,1716,2025-03-27
2269_V,78,2269_Buisson_Montferrat_Marne,Capteur inductif Criter,Comptage tous véhicules,1,2793.0,291.0,18h00,2269,2137,2023.0,,363,2025-04-07
270_V,81,270_Debourg_Fontenay_Jaures,Capteur inductif Criter,Comptage tous véhicules,1,6280.0,486.0,07h00,270,2259,2023.0,,2740,2025-03-26
1415_V,111,1415_24 Mars_Transversale_Gare d' Eau,Capteur inductif Criter,Comptage tous véhicules,1,3041.0,228.0,07h00,1415,2619,2023.0,,1149,2025-03-23
1477_V,99,1477_Zola_Charmettes_Alexandrie,Capteur inductif Criter,Comptage tous véhicules,1,5003.0,417.0,18h00,1477,2059,2023.0,,922,2025-02-26
396_VM,61,396_Curie_Bonnevay_Sembat,Capteur inductif Criter,Comptage tous véhicules,3,19238.0,1487.0,16h00,396,2576,2023.0,,1711,2025-02-21
901_VR,39,901_Garibaldi_Bonnel_Dunoir,Capteur inductif Criter,Comptage tous véhicules,3,12809.0,1012.0,17h00,901,229,2023.0,,1805,2025-03-26
673_V,51,673_Vienne_Duvivier_Chollat,Capteur inductif Criter,Comptage tous véhicules,1,7109.0,629.0,08h00,673,2306,2023.0,,2122,2025-02-23
791_SN,0,791_Velo_Berges Tassigny NS,Capteur inductif Criter,Comptage vélo,2,389.0,97.0,18h00,791,-1,2020.0,,1669,2025-02-26
610_VR,54,610_Margnolles_Ambre_Dor,Capteur inductif Criter,Comptage tous véhicules,2,2738.0,272.0,15h00,610,982,2023.0,,1863,2025-01-22
462_SN,0,462_Velo_J.Jaures_N,Capteur inductif Criter,Comptage vélo,1,1414.0,471.0,08h00,462,-1,2022.0,,2305,2025-03-19
1177_V,260,1177_de Gaulle_Salle 3000_Tà D,Capteur inductif Criter,Comptage tous véhicules,1,2225.0,384.0,17h00,1177,513,2023.0,,1558,2025-02-03
463_SN,0,463_Velo_Vivier_OE,Capteur inductif Criter,Comptage vélo,1,893.0,164.0,18h00,463,-1,2023.0,,2309,2025-01-29
52_VL,106,52_Stalingrad_11Novembre_Melies,Capteur inductif Criter,Comptage tous véhicules,2,16538.0,1380.0,08h00,52,356,2023.0,,2484,2025-01-25
426_VL,62,426_Lyon_Condorcet_Germain TD,Capteur inductif Criter,Comptage tous véhicules,2,8127.0,800.0,08h00,426,795,2023.0,,2274,2025-02-07
980_V_2,999,980_Carnot_Neuville_Levee,Capteur inductif Criter,Comptage tous véhicules,1,7508.0,619.0,17h00,980,-1,2023.0,,1378,2025-01-27
1198_VL,85,1198_Villette_Pompidou_Bonnel,Capteur inductif Criter,Comptage tous véhicules,2,4806.0,420.0,20h00,1198,2606,2023.0,,1565,2025-01-30
123_V,115,123_Lumiere_Gelibert_Pl. Courtois,Capteur inductif Criter,Comptage tous véhicules,1,7638.0,551.0,18h00,123,306,2023.0,,2427,2025-04-04
1335_V,94,1335_Strasbourg_de la Vire_Panorama,Capteur inductif Criter,Comptage tous véhicules,1,10351.0,1000.0,07h00,1335,-1,2023.0,,1298,2025-03-15
52_VR,106,52_Stalingrad_11Novembre_Melies,Capteur inductif Criter,Comptage tous véhicules,2,16538.0,1380.0,08h00,52,356,2023.0,,2485,2025-03-11
690_VR,0,690_Sortie_Tube_Nord_Rochecardon,Capteur inductif Criter,Comptage tous véhicules,2,17162.0,2162.0,17h00,690,-1,2023.0,,1982,2025-02-21
890_VL,999,890_Stalingrad_Novembre_Poincare,Capteur inductif Criter,Comptage tous véhicules,2,16625.0,1291.0,16h00,890,354,2023.0,,2179,2025-01-28
102_temp,98,102_Vitton_Massena_Tete D'or,Capteur inductif Criter,Comptage tous véhicules,1,6976.0,463.0,18h00,102,316,2023.0,,2695,2025-03-14
995_VL,103,995_Droits de l'Homme_Schuman_Marauders,Capteur inductif Criter,Comptage tous véhicules,3,12102.0,1419.0,23h00,995,2146,2023.0,,1407,2025-02-11
1868_VL,0,1868_Entrée_PLB_A42_Marseille,Capteur inductif Criter,Comptage tous véhicules,2,25478.0,2133.0,07h00,1868,-1,2023.0,,712,2025-03-27
1283_V,104,1283_Droits de l'Homme_Dumas_Grosso,Capteur inductif Criter,Comptage tous véhicules,1,4967.0,511.0,17h00,1283,2760,2023.0,,1230,2025-04-06
883_VL,80,883_Roosevelt_Iris_Guillandes,Capteur inductif Criter,Comptage tous véhicules,2,6982.0,621.0,19h00,883,474,2023.0,,1748,2025-03-20
516_VL,93,516_Bonnevay_PP_Bohr,Capteur inductif Criter,Comptage tous véhicules,2,22817.0,1888.0,08h00,516,2040,2023.0,,1920,2025-03-24
628_VR,0,628_Faure_Mouton Duvernet_Vivier Merle,Capteur inductif Criter,Comptage tous véhicules,2,,,,628,366,,,2057,2025-03-12
1873_VR,0,1873_Voie_A42_Vaulx-en-Velin_Geneve_1,Capteur inductif Criter,Comptage tous véhicules,2,40356.0,3556.0,16h00,1873,-1,2023.0,,717,2025-03-24
533_VL,94,533_DrHenriDor_Boucle_Margnolles,Capteur inductif Criter,Comptage tous véhicules,2,9200.0,791.0,18h00,533,982,2023.0,,2481,2025-01-17
601_V,105,601_Buyer_Bellemain_Champvert,Capteur inductif Criter,Comptage tous véhicules,1,3726.0,383.0,18h00,601,75,2023.0,,1852,2025-03-16
1000_VL,115,1000_Charles de Gaulle_Geoges V_Interpol,Capteur inductif Criter,Comptage tous véhicules,3,22838.0,1796.0,17h00,1000,2223,2023.0,,1340,2025-01-21
